Submission Id,Final Score,Grader's comments,"Part 1, Question 1, Response","Part 1, Question 1, Grader's comments","Part 1, Question 2, Response","Part 1, Question 2, Grader's comments","Part 1, Question 3, Response","Part 1, Question 3, Grader's comments","Part 1, Question 4, Response","Part 1, Question 4, Grader's comments","Part 1, Question 5, Response","Part 1, Question 5, Grader's comments","Part 1, Question 6, Response","Part 1, Question 6, Grader's comments","Part 1, Question 7, Response","Part 1, Question 7, Grader's comments","Part 1, Question 8, Response","Part 1, Question 8, Grader's comments","Part 1, Question 9, Response","Part 1, Question 9, Grader's comments","Part 1, Question 10, Response","Part 1, Question 10, Grader's comments","Part 1, Question 11, Response","Part 1, Question 11, Grader's comments","Part 1, Question 12, Response","Part 1, Question 12, Grader's comments","Part 1, Question 13, Response","Part 1, Question 13, Grader's comments","Part 1, Question 14, Response","Part 1, Question 14, Grader's comments","Part 1, Question 15, Response","Part 1, Question 15, Grader's comments","Part 1, Question 16, Response","Part 1, Question 16, Grader's comments","Part 1, Question 17, Response","Part 1, Question 17, Grader's comments","Part 1, Question 18, Response","Part 1, Question 18, Grader's comments","Part 1, Question 19, Response","Part 1, Question 19, Grader's comments","Part 1, Question 20, Response","Part 1, Question 20, Grader's comments","Part 1, Question 21, Response","Part 1, Question 21, Grader's comments","Part 1, Question 22, Response","Part 1, Question 22, Grader's comments","Part 1, Question 23, Response","Part 1, Question 23, Grader's comments","Part 1, Question 24, Response","Part 1, Question 24, Grader's comments","Part 1, Question 25, Response","Part 1, Question 25, Grader's comments","Part 1, Question 26, Response","Part 1, Question 26, Grader's comments","Part 1, Question 27, Response","Part 1, Question 27, Grader's comments","Part 1, Question 28, Response","Part 1, Question 28, Grader's comments","Part 1, Question 29, Response","Part 1, Question 29, Grader's comments","Part 1, Question 30, Response","Part 1, Question 30, Grader's comments","Part 1, Question 31, Response","Part 1, Question 31, Grader's comments","Part 1, Question 32, Response","Part 1, Question 32, Grader's comments","Part 1, Question 33, Response","Part 1, Question 33, Grader's comments","Part 1, Question 34, Response","Part 1, Question 34, Grader's comments","Part 1, Question 35, Response","Part 1, Question 35, Grader's comments","Part 1, Question 36, Response","Part 1, Question 36, Grader's comments","Part 1, Question 37, Response","Part 1, Question 37, Grader's comments","Part 1, Question 38, Response","Part 1, Question 38, Grader's comments","Part 1, Question 39, Response","Part 1, Question 39, Grader's comments","Part 1, Question 40, Response","Part 1, Question 40, Grader's comments","Part 1, Question 41, Response","Part 1, Question 41, Grader's comments","Part 1, Question 42, Response","Part 1, Question 42, Grader's comments","Part 1, Question 43, Response","Part 1, Question 43, Grader's comments","Part 1, Question 44, Response","Part 1, Question 44, Grader's comments","Part 1, Question 45, Response","Part 1, Question 45, Grader's comments","Part 1, Question 46, Response","Part 1, Question 46, Grader's comments","Part 1, Question 47, Response","Part 1, Question 47, Grader's comments","Part 1, Question 48, Response","Part 1, Question 48, Grader's comments","Part 1, Question 49, Response","Part 1, Question 49, Grader's comments","Part 1, Question 50, Response","Part 1, Question 50, Grader's comments","Part 1, Question 51, Response","Part 1, Question 51, Grader's comments","Part 1, Question 52, Response","Part 1, Question 52, Grader's comments","Part 1, Question 53, Response","Part 1, Question 53, Grader's comments"
656137,0,,1: 0,,Southeast,,Junior,,Brown,,West,,Basketball,,hell yes,,Beyonce,,Snapchat,,it’s complicated,,1: 1,,1: 1,,1: 2,,All three,,unsure,,1: 8,,1: 13,,1: 5,,What even is the Perimeter ,,Edens Cafe (lol),,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,,No Answer,
657035,0,,1: 0,,New England,,Senior,,Other,,Off campus,,Basketball,,meh,,Florida-Georgia Line,,Instagram,,no,,1: 1,,1: 2,,1: 1,,Nutella,,unsure,,1: 9,,1: 15,,1: 0,,What even is the Perimeter ,,Other,,1: 15,,Yes,,Maple Syrup,,yes,,yes,,Greek life,,Time,,1: 9,,1: 0,,1: 0,,1: 2,,Neither they’re nasty,,Phoebe,,4,,I don’t know what you are talking about.,,Friends,,Salad,,Venusaur,,1: 6,,Goat,,Dog,,Cookout,,chocolate,,Chipotle,,No,,Yes,,Bakery,,1: 57,,powdered eggs,,Harry Potter,,Harry Potter,,Hufflepuff (because I’m good at something),,1: 0,
657573,0,,1: 1,,California,,First-year,,Blonde,,East,,Basketball,,meh,,Florida-Georgia Line,,Instagram,,no,,1: 2,,1: 1,,1: 1,,Peanut butter,,blue,,1: 0,,1: 15,,1: 1,,Outside,,Divinity Refectory,,1: 6,,Yes,,Honey Mustard,,no,,"no, I was not eligible due to age or citizenship status",,Greek life,,Time,,1: 9,,1: 0,,1: 3,,1: 5,,Coke,,Rachel,,1,,I don’t know what you are talking about.,,How I Met Your Mother,,Burrito Bowl,,Jigglypuff,,1: 6,,Cheddar,,Dog,,Pizza,,vanilla,,Parker and Otis,,Yes,,No,,Pizza,,1: 51,,powdered eggs,,Hunger Games,,Harry Potter,,Hufflepuff (because I’m good at something),,1: 1,
657812,0,,1: 1,,Not from the US,,Junior,,Blonde,,No Answer,,Soccer,,no,,none of these,,I don’t use social media,,yes,,1: 3,,1: 2,,No Answer,,Some combination of two,,black,,1: 36,,1: 12,,1: 2,,What even is the Perimeter ,,Blue Express,,1: 4,,Yes,,Honey Mustard,,no,,"no, I was not eligible due to age or citizenship status",,Greek life,,Outer space,,1: 4,,No Answer,,1: 1,,1: 0,,Coke,,Rachel,,5,,I don’t know what you are talking about.,,Gilmore Girls,,Salad,,Jigglypuff,,No Answer,,Feta,,I’m not an animal person,,Cosmic,,sour,,Parker and Otis,,No,,Yes,,Old Spice/Axe/Perfume,,1: 55,,powdered eggs,,Lord of the Rings/Hobbit,,Lord of the Rings,,Ravenclaw (because I’m better than you),,1: 1,
657847,0,,1: 2,,California,,Junior,,Brown,,Central,,Other,,hell yes,,Kanye West,,Facebook,,no,,1: 2,,1: 2,,1: 1,,Nutella,,none,,1: 20,,1: 14,,1: 2,,What even is the Perimeter ,,Other,,1: 3,,No,,Maple Syrup,,no,,yes,,Athletic Team,,Outer space,,1: 1,,1: 1,,1: 1,,1: 5,,Coke,,Monica,,4,,House Stark,,House of Cards,,Hard tacos,,Charizard,,1: 8,,Goat,,Dog,,Cosmic,,chocolate,,Parker and Otis,,Sometimes,,No,,Clean Laundry,,1: 63,,watery pasta,,Harry Potter,,Harry Potter,,Gryffindor (because I’m a badass),,1: 4,
657875,0,,1: 2,,Mid-Atlantic,,Sophomore,,Brown,,West,,Basketball,,meh,,none of these,,Facebook,,yes,,1: 1,,1: 2,,1: 0,,Nutella,,none,,1: 12,,1: 16,,1: 3,,What even is the Perimeter ,,Other,,1: 11,,Yes,,Ketchup,,no,,"no, I was eligible but chose not to vote",,Athletic Team,,Time,,1: 1,,1: 12,,1: 3,,1: 8,,Coke,,Chandler,,2,,I don’t know what you are talking about.,,How I Met Your Mother,,Burrito,,Blastoise,,1: 2,,None of the above,,Cat,,Pitchforks,,sweet-and-salty,,Chipotle,,Sometimes,,No,,Bakery,,1: 50,,chocolate covered crickets,,Hunger Games,,Legend of Zelda,,Ravenclaw (because I’m better than you),,1: 0,
657924,0,,1: 0,,Mid-Atlantic,,Junior,,Blonde,,West,,Football,,yes,,Taylor swift,,Facebook,,no,,1: 3,,1: 2,,1: 0,,Peanut butter,,none,,1: 6,,1: 15,,1: 4,,What even is the Perimeter ,,Edens Cafe (lol),,1: 4,,Yes,,Maple Syrup,,no,,yes,,Greek life,,Time,,1: 1,,1: 0,,1: 6,,1: 3,,Coke,,Rachel,,2,,House Lannister,,How I Met Your Mother,,Burrito,,Charizard,,1: 6,,None of the above,,Dog,,Pitchforks,,chocolate,,Chipotle,,No,,No,,Old Spice/Axe/Perfume,,1: 50,,powdered eggs,,Game of Thrones,,Game of Thrones,,Gryffindor (because I’m a badass),,1: 1,
658018,0,,1: 1,,Southeast,,First-year,,Brown,,East,,Basketball,,yes,,none of these,,Twitter,,no,,1: 1,,1: 1,,1: 2,,Peanut butter,,none,,1: 6,,1: 18,,1: 5,,N/A,,Blue Express,,1: 1,,Yes,,Ketchup,,no,,"no, I was not eligible due to age or citizenship status",,Independent,,Time,,1: 2,,1: 1,,1: 6,,1: 2,,No preference,,Chandler,,2,,House Targaryen,,Breaking Bad,,Burrito Bowl,,Charizard,,1: 3,,Brie,,Dog,,Pizza,,vanilla,,Chipotle,,No,,No,,Clean Laundry,,1: 57,,watery pasta,,Harry Potter,,Harry Potter,,Ravenclaw (because I’m better than you),,1: 2,
658152,0,,1: 1,,Midwest,,Junior,,Black,,West,,Football,,no,,none of these,,Youtube,,no,,1: 2,,1: 2,,1: 0,,None,,none,,1: 4,,1: NA,,1: 1,,All of the Above,,Divinity Refectory,,1: 5,,Yes,,Honey Mustard,,no,,"no, I was not eligible due to age or citizenship status",,Independent,,Outer space,,1: 8,,1: 0,,1: 0,,1: 1,,Neither they’re nasty,,Ross,,3,,I don’t know what you are talking about.,,House of Cards,,Burrito,,Charizard,,1: 5,,Pepperjack,,Dog,,No Answer,,vanilla,,Chipotle,,Sometimes,,Yes,,Pine,,1: 49,,powdered eggs,,Hunger Games,,Lord of the Rings,,Hufflepuff (because I’m good at something),,1: 0,
658363,0,,1: 1,,Mid-Atlantic,,Senior,,Brown,,Off campus,,Football,,hell yes,,Taylor swift,,Facebook,,no,,1: 5,,1: 1,,1: 2,,Some combination of two,,white,,1: 4,,1: 6,,1: 2,,Outside,,Edens Cafe (lol),,1: 10,,Yes,,Honey Mustard,,no,,yes,,Greek life,,Time,,1: 3,,1: 0,,1: 2,,1: 3,,Neither they’re nasty,,Joey,,3,,House Stark,,Breaking Bad,,Burrito Bowl,,Charizard,,1: 3,,Blue,,Dog,,Pitchforks,,sour,,Parker and Otis,,No,,No,,Pine,,1: 50,,powdered eggs,,Game of Thrones,,Game of Thrones,,Gryffindor (because I’m a badass),,1: 4,
659027,0,,1: 1,,Mid-Atlantic,,First-year,,Brown,,East,,Football,,yes,,Florida-Georgia Line,,Instagram,,no,,1: 2,,1: 2,,1: 3,,Peanut butter,,none,,1: 5,,1: 14,,1: 0.5,,What even is the Perimeter ,,The Loop,,1: 10,,Yes,,Maple Syrup,,no,,"no, I was not eligible due to age or citizenship status",,Greek life,,Time,,1: 4,,1: 1,,1: 4,,1: 2,,Coke,,Chandler,,3,,I don’t know what you are talking about.,,Friends,,Burrito,,Rayquaza,,1: 5,,Cheddar,,Dog,,Cosmic,,chocolate,,Parker and Otis,,No,,No,,Old Spice/Axe/Perfume,,"1: 50, 52",,chocolate covered crickets,,Harry Potter,,Harry Potter,,Gryffindor (because I’m a badass),,1: 4,
659097,0,,1: 0,,New England,,Sophomore,,Brown,,West,,Other,,meh,,none of these,,Youtube,,yes,,1: 3,,1: 2,,1: 2,,Some combination of two,,white,,1: 10,,1: 14,,1: 4,,What even is the Perimeter ,,Edens Cafe (lol),,1: 25,,Yes,,Ketchup,,no,,"no, I was not eligible due to age or citizenship status",,Greek life,,Time,,1: 1,,1: 3,,1: 0,,No Answer,,Coke,,Ross,,3,,House Targaryen,,Breaking Bad,,Burrito Bowl,,Charizard,,No Answer,,Blue,,Cat,,Cookout,,vanilla,,Cosmic,,Shhhhh….,,Yes,,Pine,,1: 50,,powdered eggs,,Lord of the Rings/Hobbit,,Lord of the Rings,,Slytherin (because I’ll cut you),,1: 2,
659227,0,,1: 0,,California,,Senior,,Black,,West,,Basketball,,meh,,none of these,,Youtube,,no,,1: 0,,1: 1,,1: 1,,Some combination of two,,none,,1: 1,,1: 17,,1: 25,,Outside,,The Loop,,1: 2,,Yes,,Sriracha,,no,,"no, I was eligible but chose not to vote",,Independent,,Outer space,,1: 20,,1: 1,,1: 0,,1: 0,,Neither they’re nasty,,Joey,,1,,I don’t know what you are talking about.,,Battlestar Galactica,,Burrito Bowl,,Charizard,,1: 5,,None of the above,,Dog,,Jimmy John’s,,vanilla,,Chipotle,,Yes,,No,,Bakery,,1: 50,,powdered eggs,,Lord of the Rings/Hobbit,,Lord of the Rings,,Gryffindor (because I’m a badass),,1: 0,
659334,0,,1: 0,,Mid-Atlantic,,Junior,,Blonde,,West,,Basketball,,hell yes,,Taylor swift,,Instagram,,yes,,1: 2,,1: 2,,1: 0,,Some combination of two,,none,,1: 9,,1: 18,,1: 10,,What even is the Perimeter ,,The Loop,,1: 3,,Yes,,Maple Syrup,,no,,yes,,Independent,,Time,,1: 1,,1: 1,,1: 0,,1: 3,,Neither they’re nasty,,Rachel,,3,,House Targaryen,,House of Cards,,Margarita (no food),,Jigglypuff,,1: 5,,None of the above,,Dog,,Cosmic,,chocolate,,Harris Teeter’s,,No,,No,,Clean Laundry,,1: 59,,watery pasta,,Hunger Games,,Harry Potter,,Gryffindor (because I’m a badass),,1: 0,
659444,0,,1: 3,,Southeast,,Junior,,Blonde,,West,,Football,,hell yes,,Taylor swift,,Facebook,,yes,,1: 4,,1: 2,,1: 0,,Nutella,,none,,1: 30,,1: 16,,1: 3,,Outside,,Other,,1: 1,,Yes,,Honey Mustard,,no,,yes,,Greek life,,Time,,1: 12,,1: 0,,1: 1,,1: 0,,Neither they’re nasty,,Rachel,,6,,I don’t know what you are talking about.,,How I Met Your Mother,,Burrito Bowl,,Jigglypuff,,1: 7,,Brie,,Dog,,Cookout,,sweet-and-salty,,Parker and Otis,,Sometimes,,No,,Bakery,,1: 63,,powdered eggs,,Game of Thrones,,Harry Potter,,Hufflepuff (because I’m good at something),,1: 2,
659803,0,,1: 1,,California,,Sophomore,,Brown,,West,,Basketball,,meh,,Kendrick Lamar,,Facebook,,yes,,1: 1,,1: 1,,1: 2,,Nutella,,blue,,1: 8,,1: 11,,1: 5,,All of the Above,,The Loop,,1: 10,,Yes,,Honey Mustard,,no,,"no, I was not eligible due to age or citizenship status",,Greek life,,Outer space,,1: 8,,1: 1,,1: 5,,1: 10,,Coke,,Joey,,3,,House Stark,,Breaking Bad,,Margarita (no food),,Blastoise,,1: 5,,Pepperjack,,Dog,,Cookout,,sour,,Harris Teeter’s,,Yes,,Yes,,Pine,,1: 54,,powdered eggs,,Lord of the Rings/Hobbit,,Lord of the Rings,,Gryffindor (because I’m a badass),,1: 1,
659821,0,,1: 1,,Mid-Atlantic,,Sophomore,,Black,,Central,,Football,,yes,,Kendrick Lamar,,Instagram,,no,,1: 1,,1: 1,,1: 5,,None,,none,,1: 13,,1: 13,,1: 3,,What even is the Perimeter ,,The Loop,,1: 10,,Yes,,Ketchup,,no,,"no, I was not eligible due to age or citizenship status",,Greek life,,Time,,1: 3,,1: 1,,1: 3,,1: 3,,Coke,,Joey,,4,,House Stark,,House of Cards,,Burrito Bowl,,Charizard,,1: 7,,Blue,,Dog,,Pizza,,vanilla,,Chipotle,,Sometimes,,Yes,,Old Spice/Axe/Perfume,,1: 48,,salad bar,,Game of Thrones,,Game of Thrones,,Gryffindor (because I’m a badass),,1: 8,
660171,0,,1: 1,,New England,,Sophomore,,Blonde,,Central,,Other,,hell yes,,Taylor swift,,Facebook,,no,,1: 4,,1: 2,,1: 2,,All three,,none,,1: 5,,1: 12,,1: 4,,What even is the Perimeter ,,Divinity Refectory,,1: 10,,Yes,,Soy Sauce,,no,,"no, I was not eligible due to age or citizenship status",,Greek life,,Time,,1: 1,,1: 1,,1: 3,,1: 2,,Pepsi,,Phoebe,,1,,I don’t know what you are talking about.,,Friends,,Soft tacos,,Charizard,,1: 6,,Cheddar,,Dog,,Pizza,,chocolate,,Chipotle,,Sometimes,,No,,Pizza,,1: 52,,powdered eggs,,Hunger Games,,Harry Potter,,Gryffindor (because I’m a badass),,1: 8,
660188,0,,1: 0,,New England,,Sophomore,,Brown,,Central,,Soccer,,hell yes,,Beyonce,,Instagram,,yes,,1: 1,,1: 3,,1: 3,,All three,,none,,1: 10,,1: 14,,1: 3,,What even is the Perimeter ,,Divinity Refectory,,1: 6,,Yes,,Sriracha,,no,,"no, I was eligible but chose not to vote",,Greek life,,Time,,1: 1,,1: 2,,1: 0,,1: 3,,Coke,,Rachel,,3,,House Lannister,,Gilmore Girls,,Burrito Bowl,,Jigglypuff,,1: 5,,Goat,,Dog,,Pizza,,vanilla,,Parker and Otis,,No,,Yes,,Clean Laundry,,1: 55,,powdered eggs,,Harry Potter,,Lord of the Rings,,Hufflepuff (because I’m good at something),,1: 7,
660390,0,,1: 2,,New England,,Junior,,Blonde,,Off campus,,Other,,hell yes,,Taylor swift,,Facebook,,no,,1: 2,,1: 3,,1: 2,,Peanut butter,,none,,1: 30,,1: 15,,1: 6,,What even is the Perimeter ,,Divinity Refectory,,1: 5,,Yes,,Honey Mustard,,no,,yes,,Independent,,Time,,1: 1,,1: 0,,1: 0,,1: 0,,Neither they’re nasty,,Chandler,,4,,I don’t know what you are talking about.,,Friends,,Salad,,Charizard,,1: 8,,Brie,,Cat,,Pizza,,chocolate,,Parker and Otis,,No,,No,,Clean Laundry,,1: 53,,watery pasta,,Hunger Games,,Harry Potter,,Ravenclaw (because I’m better than you),,1: 5,
664456,0,,1: 0,,Midwest,,Junior,,Brown,,West,,I don’t watch sports,,hell yes,,Beyonce,,Vine,,no,,1: 1,,1: 1,,1: 1,,Jelly,,none,,1: 2,,1: 19,,1: 4,,What even is the Perimeter ,,Blue Express,,1: 1,,Yes,,Maple Syrup,,no,,yes,,Independent,,Time,,1: 8,,1: 3,,1: 0,,1: 2,,Coke,,Joey,,2,,House Stark,,Breaking Bad,,Soft tacos,,Jigglypuff,,1: 4,,None of the above,,Dog,,Pitchforks,,chocolate,,Cosmic,,Shhhhh….,,No,,Clean Laundry,,1: 48,,powdered eggs,,Harry Potter,,Game of Thrones,,Gryffindor (because I’m a badass),,1: 0,
